countries	european_group	nat_party_code	sex	age_code
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	1	1	0.0	3
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	2	2	0.0	2
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	3	3	0.0	3
0	2	4	0.0	3
0	2	4	0.0	3
0	2	4	0.0	3
0	2	4	0.0	3
0	2	4	0.0	3
0	2	4	0.0	3
0	2	4	0.0	3
0	2	4	0.0	3
0	2	4	0.0	3
0	2	4	0.0	3
0	2	4	0.0	3
0	2	4	0.0	3
